编号,菜名,分类,配料 (g),适用餐次,口味,预计成本/份,热量 (kcal),蛋白质 (g),脂肪 (g),碳水 (g),标签
562,老盐烧鱼块,水产菜系,"草鱼块(200g), 老盐卤(30g), 姜(10g), 葱(10g), 蒜(5g), 食用油(15g), 料酒(5g), 淀粉(10g)","午餐, 晚餐",咸鲜,8.5,280,25,18,5,荤菜
563,炸爆腌鱼,水产菜系,"鱼块(120g), 食盐(2g), 料酒(5g), 姜末(3g), 葱末(3g), 淀粉(15g), 食用油（用于炸制）(20g)","午餐, 晚餐",咸鲜,8.5,280,18,15,12,荤菜
564,虾滑藕夹,水产菜系,"虾滑(80g), 莲藕(50g), 猪肉末(20g), 鸡蛋(20g), 淀粉(10g), 葱(5g), 姜(3g), 盐(1g), 白胡椒粉(0.5g), 食用油(15g)","午餐, 晚餐",咸鲜,6.8,245,15.5,12.8,18.2,荤菜
565,秋葵虾滑,水产菜系,"秋葵(100g), 虾滑(80g), 食用油(5g), 蒜末(5g), 生抽(5g), 蚝油(3g), 淀粉(2g)","午餐, 晚餐",咸鲜,4.5,125,10.5,6.2,8.3,荤菜
566,椒麻鱼,水产菜系,"花鲢鱼片(200g), 豆芽(100g), 金针菇(80g), 青花椒(10g), 干辣椒(10g), 姜(10g), 蒜(15g), 葱(20g), 料酒(15g), 生抽(20g), 淀粉(15g), 食用油(30g), 盐(5g), 糖(3g), 鸡精(2g), 水(200g)","午餐, 晚餐",咸鲜,18.5,420,32,25,15,荤菜
567,蒜香鲈鱼,水产菜系,"鲈鱼片(200g), 大蒜(30g), 食用油(20g), 生抽(15g), 料酒(10g), 淀粉(10g), 盐(3g), 糖(2g), 红椒(5g), 葱(5g)","午餐, 晚餐",蒜香,12.5,280,28,16,6,荤菜
568,炝香鱼片,水产菜系,"鱼片(150g), 干辣椒(5g), 花椒(3g), 葱(15g), 姜(10g), 蒜(10g), 食用油(20g), 料酒(10g), 生抽(15g), 淀粉(10g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,8.5,320,25,20,10,荤菜
569,啤酒烤鲫鱼,水产菜系,"鲫鱼(200g), 啤酒(100g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 生抽(10g), 老抽(3g), 盐(2g), 糖(2g), 干辣椒(1g)","午餐, 晚餐",咸鲜,8.5,285,25,18,3,荤菜
570,剁椒蒸鱼,水产菜系,"鲢鱼片(200g), 剁椒(50g), 姜(15g), 蒜(15g), 葱(10g), 料酒(10g), 蒸鱼豉油(20g), 食用油(15g)","午餐, 晚餐",麻辣,8.5,280,25,18,4,荤菜
571,跳水牛蛙,水产菜系,"牛蛙(200g), 千叶豆腐(150g), 泡椒(30g), 姜(15g), 蒜(20g), 葱(20g), 食用油(25g), 料酒(15g), 生抽(10g), 盐(5g), 糖(3g), 淀粉(10g), 花椒(3g), 青红椒(50g)","午餐, 晚餐",咸鲜,18.5,320,28,18,12,荤菜
572,泡椒爆牛蛙,水产菜系,"牛蛙肉(150g), 泡椒(30g), 青红椒(50g), 姜(10g), 蒜(15g), 葱(10g), 食用油(20g), 料酒(10g), 生抽(15g), 淀粉(10g), 糖(5g), 盐(3g)","午餐, 晚餐",麻辣,8.5,285,28,15,12,荤菜
573,清水煮蛙,水产菜系,"牛蛙净肉(150g), 姜片(5g), 葱段(10g), 料酒(10g), 盐(3g), 清水(400g)","午餐, 晚餐",麻辣,12.5,135,22.5,4.5,1.2,荤菜
574,爆辣牛蛙,水产菜系,"牛蛙腿(200g), 二荆条辣椒(30g), 干辣椒(10g), 花椒(5g), 大蒜(20g), 生姜(15g), 洋葱(50g), 食用油(30g), 郫县豆瓣酱(20g), 生抽(10g), 料酒(10g), 淀粉(8g), 糖(3g), 盐(2g)","午餐, 晚餐",咸鲜,12.5,320,28,18,12,荤菜
575,馋嘴牛蛙,水产菜系,"牛蛙肉(200g), 青笋(100g), 藕片(80g), 干辣椒(15g), 花椒(10g), 姜(20g), 蒜(30g), 葱(20g), 豆瓣酱(30g), 食用油(40g), 料酒(15g), 酱油(10g), 淀粉(15g), 盐(5g), 糖(5g), 水或高汤(150g)","午餐, 晚餐",咸鲜,18.5,320,28,18,12,荤菜
576,香煎牛蛙,水产菜系,"牛蛙腿(200g), 姜(10g), 蒜(10g), 葱(15g), 干辣椒(5g), 料酒(10g), 生抽(15g), 淀粉(20g), 食用油(25g), 盐(2g), 白胡椒粉(1g)","午餐, 晚餐",咸鲜,18.5,320,28,18,12,荤菜
577,仔姜牛蛙,水产菜系,"牛蛙肉(200g), 仔姜(30g), 青红椒(30g), 大蒜(15g), 食用油(25g), 料酒(10g), 生抽(15g), 老抽(5g), 淀粉(10g), 盐(2g), 糖(3g), 花椒(1g), 干辣椒(2g)","午餐, 晚餐",咸鲜,18.5,320,32,18,10,荤菜
578,香辣螃中,水产菜系,"螃蟹(300g), 干辣椒(15g), 花椒(10g), 生姜(20g), 大蒜(20g), 葱(20g), 食用油(50g), 酱油(15g), 料酒(15g), 糖(5g), 盐(3g), 淀粉(10g)","午餐, 晚餐",麻辣,18.5,420,28,25,12,荤菜
579,三色鱼丸,水产菜系,"鱼肉泥(150g), 菠菜汁(20g), 胡萝卜汁(20g), 蛋清(30g), 淀粉(15g), 葱(10g), 姜(10g), 盐(3g), 白胡椒粉(1g), 食用油(5g), 高汤(200g)","午餐, 晚餐",咸鲜,8.5,185,18,7,10,荤菜
580,方腊鱼,水产菜系,"鳜鱼(200g), 虾仁(50g), 青豆(20g), 玉米粒(20g), 胡萝卜丁(15g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 料酒(10g), 盐(3g), 糖(2g), 淀粉(5g), 高汤(50g)","午餐, 晚餐",咸鲜,18.5,320,28,16,12,荤菜
581,耙泥鳅,水产菜系,"泥鳅(200g), 泡椒(30g), 泡姜(20g), 大蒜(15g), 郫县豆瓣酱(25g), 花椒(5g), 干辣椒(10g), 料酒(15g), 生抽(10g), 白糖(5g), 食用油(30g), 水或高汤(100g), 葱(10g), 香菜(5g)","午餐, 晚餐",咸鲜,12.5,320,25,20,8,荤菜
582,香辣泥鳅,水产菜系,"泥鳅(200g), 干辣椒(15g), 花椒(8g), 姜(10g), 蒜(15g), 葱(20g), 食用油(30g), 生抽(15g), 料酒(10g), 白糖(5g), 盐(3g), 淀粉(10g)","午餐, 晚餐",麻辣,12.5,320,28,20,8,荤菜
583,芹黄鱼丝,水产菜系,"鱼丝(80g), 芹黄(100g), 姜(5g), 蒜(5g), 葱(5g), 食用油(15g), 盐(2g), 料酒(5g), 淀粉(3g), 胡椒粉(0.5g)","午餐, 晚餐",咸鲜,6.8,175,15,9,8,荤菜
584,爆炒花甲,水产菜系,"花甲(200g), 蒜末(15g), 姜末(10g), 干辣椒段(5g), 青椒(30g), 红椒(30g), 葱段(20g), 食用油(20g), 生抽(15g), 蚝油(10g), 料酒(10g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,8.5,280,22,16,12,荤菜
585,剁椒田鸡,水产菜系,"田鸡腿(200g), 剁椒(50g), 蒜末(15g), 姜末(10g), 葱花(10g), 食用油(25g), 料酒(10g), 生抽(15g), 糖(5g), 淀粉(10g)","午餐, 晚餐",麻辣,18.5,320,28,18,12,荤菜
586,芙蓉炒虾仁,水产菜系,"虾仁(100g), 鸡蛋(150g), 青豆(30g), 胡萝卜(20g), 食用油(15g), 盐(2g), 料酒(5g), 淀粉(3g)","午餐, 晚餐",咸鲜,8.5,280,22,18,8,荤菜
587,香辣鲜鱿,水产菜系,"鲜鱿鱼(150g), 洋葱(30g), 青椒(20g), 红椒(20g), 干辣椒(5g), 花椒(2g), 姜(10g), 蒜(15g), 食用油(20g), 生抽(15g), 料酒(10g), 糖(5g), 盐(2g), 淀粉(3g)","午餐, 晚餐",麻辣,8.5,245,22,12,10,荤菜
588,湘味小河虾,水产菜系,"小河虾(120g), 青红椒(30g), 姜(10g), 蒜(15g), 葱(10g), 食用油(15g), 料酒(10g), 生抽(10g), 盐(2g), 胡椒粉(1g)","午餐, 晚餐",咸鲜,8.5,185,18.2,9.5,5.3,荤菜
589,私房臭桂鱼,水产菜系,"臭桂鱼(200g), 姜(10g), 蒜(15g), 葱(10g), 干辣椒(5g), 料酒(15g), 生抽(20g), 老抽(5g), 白糖(5g), 食用油(25g), 水(适量)","午餐, 晚餐",咸鲜,18.5,320,28,18,8,荤菜
590,白菜烩明虾,水产菜系,"明虾(100g), 白菜(200g), 食用油(15g), 葱(10g), 姜(5g), 蒜(5g), 料酒(10g), 生抽(10g), 盐(3g), 糖(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,8.5,185,18,8,10,荤菜
591,干炸带鱼,水产菜系,"带鱼(150g), 食盐(3g), 料酒(10g), 生姜(5g), 大葱(5g), 花椒粉(1g), 面粉(20g), 玉米淀粉(10g), 食用油(25g)","午餐, 晚餐",咸鲜,6.5,320,18,20,15,荤菜
592,铁锅鲶鱼,水产菜系,"鲶鱼(250g), 葱(15g), 姜(10g), 蒜(15g), 食用油(20g), 酱油(15g), 料酒(10g), 盐(3g), 糖(5g), 淀粉(8g), 青红椒(30g), 香菜(5g)","午餐, 晚餐",咸鲜,18.5,380,32,25,10,荤菜
593,锅仔鱼杂,水产菜系,"鱼籽(80g), 鱼鳔(50g), 鱼白(30g), 嫩豆腐(100g), 泡椒(20g), 泡姜(15g), 蒜(10g), 葱(10g), 食用油(15g), 料酒(10g), 生抽(10g), 老抽(5g), 糖(3g), 盐(2g), 白胡椒粉(1g), 高汤(300g), 青蒜苗(20g)","午餐, 晚餐",咸鲜,18.5,320,28,20,8,荤菜
594,泡椒鱼泡,水产菜系,"鱼泡(150g), 泡椒(30g), 姜(10g), 蒜(15g), 葱(10g), 食用油(20g), 料酒(10g), 酱油(10g), 盐(2g), 糖(3g), 淀粉(5g)","午餐, 晚餐",麻辣,8.5,280,18,20,8,荤菜
595,尖椒小田螺,水产菜系,"田螺肉(150g), 尖椒(50g), 蒜(15g), 姜(10g), 食用油(20g), 酱油(15g), 料酒(10g), 盐(3g), 糖(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,8.5,220,18,12,10,荤菜
596,香辣小田螺,水产菜系,"小田螺肉(100g), 干辣椒(10g), 花椒(5g), 姜(15g), 蒜(20g), 葱(20g), 食用油(30g), 豆瓣酱(20g), 生抽(15g), 料酒(10g), 糖(5g), 盐(2g)","午餐, 晚餐",麻辣,8.5,280,18,18,12,荤菜
597,凉拌猪肝,食堂凉菜,"猪肝(100g), 黄瓜(50g), 胡萝卜(30g), 香菜(10g), 大蒜(10g), 生抽(15g), 香醋(10g), 香油(5g), 辣椒油(5g), 白糖(3g), 盐(2g)","午餐, 晚餐",咸鲜,4.5,180,18,9,8,凉菜
598,黄瓜拌豆腐,食堂凉菜,"嫩豆腐(150g), 黄瓜(100g), 生抽(10g), 香醋(5g), 香油(3g), 蒜末(5g), 盐(1g), 白糖(2g)","午餐, 晚餐",咸鲜,1.85,102,8.5,5.2,6.8,凉菜
599,金针菇拌菠菜,食堂凉菜,"金针菇(100g), 菠菜(150g), 蒜末(10g), 小米椒(5g), 生抽(15g), 香醋(10g), 香油(5g), 白糖(3g), 盐(2g)","午餐, 晚餐",咸鲜,2.8,95,5.2,3.1,13.5,凉菜
600,黄瓜拌腐竹,食堂凉菜,"黄瓜(200g), 腐竹(干)(30g), 大蒜(10g), 香菜(5g), 生抽(15g), 香醋(10g), 香油(5g), 食盐(2g), 白糖(2g), 辣椒油(可选)(5g)","午餐, 晚餐",咸鲜,2.5,195,12.5,10.2,13.8,凉菜
601,凉拌火腿菇,食堂凉菜,"火腿丝(80g), 金针菇(150g), 黄瓜丝(100g), 胡萝卜丝(30g), 蒜末(10g), 香葱(5g), 香菜(5g), 食用油(10g), 生抽(15g), 香醋(10g), 白糖(5g), 香油(3g)","午餐, 晚餐",咸鲜,2.8,185,9.5,10.2,13.6,凉菜
602,凉拌包菜,食堂凉菜,"包菜(150g), 胡萝卜(20g), 蒜末(5g), 香菜(5g), 盐(2g), 白糖(3g), 香醋(10g), 生抽(10g), 辣椒油(8g), 芝麻油(3g)","午餐, 晚餐",咸鲜,1.2,85,2.1,4.5,10.2,凉菜
603,凉拌猪耳朵,食堂凉菜,"熟猪耳朵(100g), 黄瓜(50g), 胡萝卜(20g), 香菜(5g), 蒜末(10g), 生抽(15g), 香醋(10g), 香油(5g), 辣椒油(5g), 白糖(3g), 盐(1g)","午餐, 晚餐",咸鲜,4.5,215,15.5,14.2,5.8,凉菜
604,凉拌土豆丝,食堂凉菜,"土豆丝(200g), 青椒(10g), 红椒(10g), 蒜末(5g), 香菜(5g), 食用油(5g), 盐(2g), 糖(2g), 醋(10g), 生抽(5g), 花椒油(2g)","午餐, 晚餐",咸鲜,1.5,125,2.5,4.5,20,凉菜
605,凉拌毛豆,食堂凉菜,"毛豆（带壳）(200g), 蒜(10g), 小米椒(5g), 生抽(15g), 香醋(8g), 白糖(3g), 香油(5g), 食用油(5g), 盐(2g)","午餐, 晚餐",咸鲜,2.5,220,12,10,18,凉菜
606,凉拌海带丝,食堂凉菜,"海带丝(100g), 胡萝卜丝(20g), 蒜末(5g), 香菜(5g), 生抽(10g), 香醋(8g), 白糖(3g), 香油(5g), 辣椒油(5g)","午餐, 晚餐",咸鲜,1.8,85,1.5,5.2,8.3,凉菜
607,凉拌折耳根,食堂凉菜,"折耳根(150g), 蒜末(10g), 姜末(5g), 葱花(5g), 香菜(5g), 生抽(15g), 香醋(10g), 油辣子(10g), 白糖(5g), 花椒油(3g), 食盐(2g)","午餐, 晚餐",咸鲜,2.8,85,1.5,4.2,10.5,凉菜
608,凉拌香菜,食堂凉菜,"香菜(150g), 蒜末(10g), 小米辣(5g), 生抽(15g), 香醋(10g), 白糖(5g), 香油(5g), 盐(2g)","午餐, 晚餐",咸鲜,1.2,70,2.5,3,9,凉菜
609,卤水猪肚,食堂凉菜,"猪肚(150g), 卤水汁(50g), 生姜(10g), 葱(5g), 料酒(10g), 冰糖(5g), 八角(2g), 桂皮(1g), 香叶(0.5g), 水(200g)","午餐, 晚餐",咸鲜,8.5,180,20,9,5,凉菜
610,凉拌黄瓜,食堂凉菜,"黄瓜(200g), 大蒜(10g), 香菜(5g), 生抽(15g), 香醋(10g), 白糖(5g), 香油(3g), 辣椒油(可选)(5g), 盐(2g)","午餐, 晚餐",咸鲜,1.8,65,1.5,3.2,8.5,凉菜
611,凉拌皮蛋,食堂凉菜,"皮蛋(100g), 嫩豆腐(80g), 生抽(10g), 香醋(8g), 香油(5g), 蒜末(10g), 姜末(5g), 葱花(5g), 红油(5g), 白糖(2g)","午餐, 晚餐",咸鲜,3.5,180,12,12,8,凉菜
612,黄瓜拌牛肉,食堂凉菜,"牛肉(100g), 黄瓜(150g), 蒜(10g), 香菜(5g), 生抽(15g), 香醋(10g), 香油(5g), 辣椒油(5g), 糖(3g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,185,16.5,10.2,6.8,凉菜
613,凉拌口水鸡,食堂凉菜,"鸡腿肉(200g), 黄瓜(80g), 花生碎(15g), 葱末(10g), 姜末(5g), 蒜末(10g), 辣椒油(20g), 生抽(15g), 香醋(10g), 白糖(5g), 花椒油(3g), 芝麻油(2g), 熟芝麻(2g)","午餐, 晚餐",麻辣,8.5,420,28,30,12,凉菜
614,黄瓜拌猪头肉,食堂凉菜,"熟猪头肉(100g), 黄瓜(150g), 蒜末(10g), 香菜(5g), 生抽(15g), 香醋(10g), 香油(5g), 辣椒油(5g), 白糖(3g)","午餐, 晚餐",咸鲜,8.5,320,12,25,8,凉菜
615,凉拌猪耳朵,食堂凉菜,"熟猪耳朵(150g),黄瓜(50g),胡萝卜(20g),香菜(10g),大葱(10g),蒜(5g),生抽酱油(15g),香醋(10g),白糖(5g),辣椒油(10g),花椒油(3g),芝麻油(2g)","午餐, 晚餐",咸鲜,5.8,320,18,25,6,凉菜
616,银耳拌黄瓜,食堂凉菜,"银耳(干)(15g), 黄瓜(150g), 蒜(10g), 小米辣(5g), 香菜(5g), 生抽(15g), 香醋(10g), 白糖(5g), 香油(5g), 食盐(2g)","午餐, 晚餐",咸鲜,2.8,85,3.2,2.5,13.5,凉菜
617,凉拌木耳,食堂凉菜,"木耳(干)(20g), 蒜(10g), 小米辣(5g), 香菜(5g), 生抽(15g), 香醋(10g), 白糖(5g), 香油(5g), 食盐(2g), 饮用水(用于泡发木耳)(不计)","午餐, 晚餐",咸鲜,1.8,85,2.5,2.2,14.3,凉菜
618,凉拌黄花菜,食堂凉菜,"干黄花菜(50g), 大蒜(10g), 小米椒(5g), 香葱(5g), 生抽(15g), 香醋(10g), 白糖(3g), 香油(5g), 食盐(2g), 饮用水(用于泡发)","午餐, 晚餐",咸鲜,2.5,95,3.5,2.2,15.8,凉菜
619,凉拌藕片,食堂凉菜,"藕片(200g), 蒜末(10g), 香菜(5g), 小米辣(5g), 生抽(15g), 香醋(10g), 白糖(5g), 香油(5g), 盐(2g)","午餐, 晚餐",咸鲜,2.8,120,2.5,3.2,20.5,凉菜
620,凉拌豆腐丝,食堂凉菜,"豆腐丝(120g), 黄瓜丝(30g), 胡萝卜丝(20g), 香菜(5g), 蒜末(5g), 生抽(10g), 香醋(8g), 香油(3g), 辣椒油(可选, 5g), 糖(2g), 盐(1g)","午餐, 晚餐",咸鲜,2.8,185,12.5,9.2,12.3,凉菜
621,凉拌面葫芦,食堂凉菜,"面条(150g), 黄瓜(50g), 胡萝卜(30g), 绿豆芽(30g), 油炸花生米(20g), 蒜(10g), 香葱(5g), 食用油(15g), 酱油(15g), 香醋(10g), 白糖(5g), 芝麻油(3g), 辣椒油(5g)","午餐, 晚餐",咸鲜,3.8,485,12.5,18.2,68.3,凉菜
622,凉拌鸡珍,食堂凉菜,"鸡胗(150g), 黄瓜(50g), 香菜(10g), 蒜末(10g), 小米辣(5g), 生抽(15g), 香醋(10g), 香油(5g), 白糖(3g), 盐(2g)","午餐, 晚餐",咸鲜,4.5,180,22,7,6,凉菜
623,酸辣海带土豆丝,食堂凉菜,"海带丝(80g), 土豆(120g), 胡萝卜(20g), 大蒜(5g), 小米椒(3g), 香菜(2g), 食用油(8g), 生抽(10g), 香醋(12g), 白糖(3g), 盐(2g)","午餐, 晚餐",酸辣,1.8,125,2.5,4.2,19.3,凉菜
624,开味紫甘兰,食堂凉菜,"紫甘兰(200g), 白醋(10g), 白糖(15g), 盐(3g), 香油(5g)","午餐, 晚餐",咸鲜,2.5,65,1.8,2.1,10.5,凉菜
625,开胃玉彩藕丁,食堂凉菜,"莲藕(200g), 彩椒(30g), 胡萝卜(30g), 木耳(20g), 食用油(15g), 盐(3g), 糖(2g), 白醋(5g), 葱(5g), 蒜(5g)","午餐, 晚餐",咸鲜,3.5,180,3.5,8,25,凉菜
626,麻婆豆腐,豆腐菜系,"豆腐(300g), 猪肉末(50g), 豆瓣酱(30g), 食用油(20g), 葱(10g), 姜(5g), 蒜(5g), 花椒粉(2g), 淀粉(5g), 水(50g)","午餐, 晚餐",麻辣,8.5,350,20,25,12,素菜
627,木耳豆腐,豆腐菜系,"木耳(50g), 豆腐(200g), 食用油(15g), 葱(10g), 姜(5g), 蒜(5g), 生抽(10g), 盐(3g)","午餐, 晚餐",咸鲜,3.5,250,12.5,18,8.5,素菜
628,双椒豆腐,豆腐菜系,"嫩豆腐(200g), 青椒(30g), 红椒(30g), 猪肉末(50g), 食用油(15g), 蒜末(10g), 姜末(5g), 生抽(10g), 蚝油(8g), 盐(2g), 糖(2g), 水淀粉(20g)","午餐, 晚餐",咸鲜,3.8,285,15.5,20.2,10.3,素菜
629,杨哈豆腐,豆腐菜系,"嫩豆腐(200g), 猪肉末(50g), 郫县豆瓣酱(15g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(8g), 糖(3g), 淀粉(5g), 水(适量)","午餐, 晚餐",咸鲜,4.2,285,15,18,12,素菜
630,脆豆腐丁,豆腐菜系,"脆豆腐(150g), 青椒(30g), 红椒(30g), 干辣椒(5g), 花椒(3g), 大蒜(10g), 生姜(10g), 葱(10g), 食用油(15g), 生抽(10g), 老抽(5g), 糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,4.2,285,12.5,18.2,15.8,素菜
631,豆腐鸡块,豆腐菜系,"鸡胸肉(100g), 豆腐(150g), 青椒(30g), 红椒(30g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 料酒(5g), 淀粉(8g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,5.8,320,28,18,12,素菜
632,家常豆腐,豆腐菜系,"豆腐(200g), 猪肉末(30g), 青椒(30g), 红椒(30g), 木耳(20g), 姜(5g), 蒜(5g), 葱(10g), 食用油(15g), 豆瓣酱(15g), 酱油(10g), 糖(5g), 淀粉(5g)","午餐, 晚餐",咸鲜,3.8,320,18,22,12,素菜
633,豆腐丸子,豆腐菜系,"豆腐(200g), 猪肉馅(100g), 鸡蛋(50g), 葱(10g), 姜(5g), 淀粉(20g), 食用油(15g), 盐(2g), 酱油(5g)","午餐, 晚餐",咸鲜,3.5,320,18,22,12,素菜
634,干锅豆腐,豆腐菜系,"豆腐(200g), 五花肉片(50g), 青红椒(30g), 洋葱(30g), 干辣椒(5g), 花椒(2g), 姜(10g), 蒜(15g), 食用油(20g), 豆瓣酱(15g), 生抽(10g), 老抽(5g), 糖(3g), 盐(2g), 香菜(5g)","午餐, 晚餐",麻辣,8.5,350,18,25,12,素菜
635,三色豆腐,豆腐菜系,"内酯豆腐(200g), 咸鸭蛋黄(30g), 皮蛋(30g), 葱花(5g), 香油(3g), 生抽(5g)","午餐, 晚餐",咸鲜,3.5,185,12.5,12,5,素菜
636,口袋豆腐,豆腐菜系,"豆腐(150g), 猪肉末(50g), 香菇(20g), 胡萝卜(20g), 青豆(15g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 蚝油(5g), 淀粉(5g)","午餐, 晚餐",咸鲜,4.5,280,18,16,15,素菜
637,豆腐鱼块,豆腐菜系,"豆腐(200g), 鱼块(150g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 盐(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,6.8,280,25,16,8,素菜
638,蛋黄豆腐,豆腐菜系,"内酯豆腐(300g), 咸蛋黄(30g), 青豆(20g), 玉米粒(20g), 食用油(15g), 淀粉(5g), 盐(2g)","午餐, 晚餐",咸鲜,3.8,285,12.5,18.2,15.7,素菜
639,酸辣豆腐,豆腐菜系,"嫩豆腐(300g), 猪肉末(50g), 泡椒(20g), 蒜末(10g), 姜末(5g), 葱花(10g), 食用油(15g), 酱油(10g), 醋(15g), 糖(5g), 盐(2g), 水淀粉(20g), 水(100g)","午餐, 晚餐",酸辣,4.5,280,15,18,12,素菜
640,猪血豆腐,豆腐菜系,"猪血(200g), 豆腐(150g), 猪肉末(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 盐(2g), 胡椒粉(1g)","午餐, 晚餐",咸鲜,4.5,285,24,18,6,素菜
641,回锅豆腐,豆腐菜系,"北豆腐(200g), 青椒(50g), 红椒(30g), 猪肉末(40g), 郫县豆瓣酱(20g), 葱(10g), 姜(10g), 蒜(10g), 食用油(15g), 生抽(10g), 白糖(5g)","午餐, 晚餐",咸鲜,4.8,320,18,22,12,素菜
642,炸臭豆腐,豆腐菜系,"臭豆腐(150g), 食用油(50g), 辣椒酱(15g), 香菜(5g), 蒜蓉(5g)","午餐, 晚餐",咸鲜,3.5,280,12,22,8,素菜
643,松乍豆腐,豆腐菜系,"豆腐(200g), 猪肉末(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 料酒(5g), 淀粉(3g), 盐(2g), 糖(2g), 水(50g)","午餐, 晚餐",咸鲜,4.5,280,18,18,10,素菜
644,瓜乍豆腐,豆腐菜系,"豆腐(300g), 黄瓜(100g), 猪肉末(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 盐(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,5.2,320,22,20,12,素菜
645,菜豆花,豆腐菜系,"嫩豆腐(250g), 菜豆(80g), 猪肉末(30g), 姜末(5g), 葱花(10g), 食用油(10g), 盐(2g), 酱油(8g), 淀粉(5g), 水(100g)","午餐, 晚餐",咸鲜,4.5,285,16,15,20,素菜
646,蒸水蛋,豆腐菜系,"鸡蛋(200g), 水(400g), 盐(4g), 生抽(10g), 香油(2g), 葱花(5g)","午餐, 晚餐",清淡,1.8,280,25,19,3,素菜
647,豆腐炒肉沫,豆腐菜系,"猪肉沫(80g), 豆腐(120g), 食用油(8g), 酱油(10g), 蒜(5g), 姜(3g), 葱(5g), 淀粉(3g), 盐(1g), 糖(1g)","午餐, 晚餐",咸鲜,3.8,245,18.5,16.2,5.3,素菜
648,蒜苗炒臭豆腐,豆腐菜系,"臭豆腐(150g), 蒜苗(80g), 食用油(15g), 酱油(8g), 盐(2g), 糖(2g), 干辣椒(3g)","午餐, 晚餐",咸鲜,4.2,285,12.5,21.8,9.6,素菜
649,板鸭蒸臭豆腐,豆腐菜系,"板鸭(120g), 臭豆腐(150g), 姜(10g), 葱(10g), 食用油(8g), 料酒(5g), 盐(2g)","午餐, 晚餐",清淡,8.5,320,25,22,5,素菜
650,蘑菇烧豆腐,豆腐菜系,"豆腐(200g), 鲜蘑菇(100g), 食用油(15g), 酱油(10g), 葱(10g), 姜(5g), 盐(2g), 糖(2g), 水淀粉(10g)","午餐, 晚餐",咸鲜,3.5,245,15,15,12,素菜
651,小葱炒豆腐,豆腐菜系,"豆腐(200g), 小葱(30g), 食用油(15g), 盐(2g), 鸡精(1g)","午餐, 晚餐",咸鲜,2.8,235,12,18,5,素菜
652,火腿蒸臭豆腐,豆腐菜系,"臭豆腐(200g), 火腿(50g), 姜(10g), 葱(10g), 食用油(10g), 盐(2g), 鸡精(1g)","午餐, 晚餐",清淡,4.5,280,18,22,5,素菜
653,茼蒜炒臭豆腐,豆腐菜系,"臭豆腐(150g), 茼蒿(100g), 大蒜(15g), 食用油(15g), 盐(2g), 酱油(5g)","午餐, 晚餐",咸鲜,3.5,245,12,18,8,素菜
654,芹菜炒油豆腐,豆腐菜系,"芹菜(200g), 油豆腐(120g), 猪肉丝(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,3.8,320,16.5,21.2,12.4,素菜
655,皮蛋烧豆腐,豆腐菜系,"嫩豆腐(200g), 皮蛋(50g), 猪肉末(30g), 葱(5g), 姜(3g), 蒜(5g), 食用油(10g), 酱油(8g), 蚝油(5g), 盐(1g), 糖(1g), 水淀粉(15g)","午餐, 晚餐",咸鲜,3.8,245,12.5,18.2,6.8,素菜
656,干锅千叶豆腐,豆腐菜系,"千叶豆腐(200g), 五花肉(50g), 青椒(30g), 红椒(30g), 洋葱(30g), 蒜(10g), 姜(5g), 干辣椒(5g), 食用油(20g), 郫县豆瓣酱(15g), 生抽(10g), 老抽(5g), 糖(3g), 盐(2g)","午餐, 晚餐",麻辣,8.5,350,15,22,20,素菜
657,清炒油麦菜,蔬菜菜系,"油麦菜(300g), 蒜(15g), 食用油(15g), 盐(3g)","午餐, 晚餐",咸鲜,2.5,120,3.5,10.2,5.8,素菜
658,丝瓜炖豆腐,蔬菜菜系,"丝瓜(200g), 豆腐(150g), 葱(10g), 姜(5g), 食用油(8g), 盐(2g), 鸡精(1g)","午餐, 晚餐",清淡,2.8,150,9.5,8.2,10.3,汤类
